tabela,campo,descricao,tipo,notas,tratamento
output_etapa3.diagnostico_captura_mensal,RECEITA_MEDIA_LINHA,Receita média por linha de venda no período (receita ÷ linhas).,Float,Arquivo: outputs\etapa3\diagnostico_captura_mensal.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa3.diagnostico_captura_lojas_mensal,COD_EMPRESA,Código da loja.,Integer,Arquivo: outputs\etapa3\diagnostico_captura_lojas_mensal.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa3.diagnostico_captura_lojas_mensal,CD_CIDADE,Cidade da loja.,String,Arquivo: outputs\etapa3\diagnostico_captura_lojas_mensal.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa3.diagnostico_captura_lojas_mensal,CD_ESTADO,Estado da loja.,String,Arquivo: outputs\etapa3\diagnostico_captura_lojas_mensal.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa3.diagnostico_captura_lojas_mensal,TIPO_OPERACAO,Classificação operacional usada na análise: rede física ou Loja 93 atacado/B2B.,String,Arquivo: outputs\etapa3\diagnostico_captura_lojas_mensal.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa3.diagnostico_captura_lojas_mensal,ANO_MES,Período mensal no formato YYYY-MM.,String,Arquivo: outputs\etapa3\diagnostico_captura_lojas_mensal.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa3.diagnostico_captura_lojas_mensal,ANO,Ano da venda.,Integer,Arquivo: outputs\etapa3\diagnostico_captura_lojas_mensal.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa3.diagnostico_captura_lojas_mensal,MES,Mês da venda.,Integer,Arquivo: outputs\etapa3\diagnostico_captura_lojas_mensal.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa3.diagnostico_captura_lojas_mensal,LINHAS,Contagem de linhas de venda (proxy de transações) no agrupamento.,Integer,Arquivo: outputs\etapa3\diagnostico_captura_lojas_mensal.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa3.diagnostico_captura_lojas_mensal,SKUS_DISTINTOS,Quantidade de produtos distintos no agrupamento de cobertura.,Integer,Arquivo: outputs\etapa3\diagnostico_captura_lojas_mensal.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa3.diagnostico_captura_lojas_mensal,RECEITA,Receita bruta calculada a partir de quantidade vendida e preço unitário médio.,Float,Arquivo: outputs\etapa3\diagnostico_captura_lojas_mensal.csv,Derivado na Etapa 1 e reaproveitado nas agregações.
output_etapa3.impacto_loja93,SEGMENTO,Segmento usado no resumo de impacto da Loja 93.,String,Arquivo: outputs\etapa3\impacto_loja93.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa3.impacto_loja93,RECEITA,Receita bruta calculada a partir de quantidade vendida e preço unitário médio.,Float,Arquivo: outputs\etapa3\impacto_loja93.csv,Derivado na Etapa 1 e reaproveitado nas agregações.
output_etapa3.impacto_loja93,QTD_ARMAZENAGEM,Quantidade vendida normalizada para unidade de armazenagem.,Float,Arquivo: outputs\etapa3\impacto_loja93.csv,Derivado na Etapa 1 e reaproveitado nas agregações.
output_etapa3.impacto_loja93,TRANSACOES,"Contagem de linhas de venda; proxy, não cupom único.",Integer,Arquivo: outputs\etapa3\impacto_loja93.csv,Derivado como contagem de linhas de venda; proxy por ausência de id de cupom/pedido/nota.
output_etapa3.impacto_loja93,SKUS_ATIVOS,Quantidade de SKUs distintos com venda no agrupamento.,Integer,Arquivo: outputs\etapa3\impacto_loja93.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa3.impacto_loja93,LOJAS_ATIVAS,Quantidade de lojas distintas com venda do SKU.,Integer,Arquivo: outputs\etapa3\impacto_loja93.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa3.impacto_loja93,TICKET_MEDIO_TRANSACAO,Receita média por linha de venda; proxy devido à ausência de id de cupom/pedido/nota.,Float,Arquivo: outputs\etapa3\impacto_loja93.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa3.impacto_loja93,PRECO_MEDIO_ARMAZENAGEM,Receita dividida por quantidade em unidade de armazenagem.,Float,Arquivo: outputs\etapa3\impacto_loja93.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa3.impacto_loja93,PARTICIPACAO_RECEITA_REDE_COMPLETA_PCT,Participação do segmento na receita da rede completa.,Float,Arquivo: outputs\etapa3\impacto_loja93.csv,Calculado por agregação na etapa analítica.
output_etapa3.impacto_loja93,PARTICIPACAO_QTD_REDE_COMPLETA_PCT,Participação do segmento na quantidade da rede completa.,Float,Arquivo: outputs\etapa3\impacto_loja93.csv,Calculado por agregação na etapa analítica.
output_etapa3.impacto_loja93,PARTICIPACAO_TRANSACOES_REDE_COMPLETA_PCT,Participação do segmento nas linhas de venda da rede completa.,Float,Arquivo: outputs\etapa3\impacto_loja93.csv,Calculado por agregação na etapa analítica.
output_etapa3.notas_metodologicas,TEMA,Tema da nota metodológica ou recomendação.,String,Arquivo: outputs\etapa3\notas_metodologicas.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa3.notas_metodologicas,DECISAO,Campo do artefato analítico; ver notebook/script da etapa correspondente.,String,Arquivo: outputs\etapa3\notas_metodologicas.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa3.notas_metodologicas,LIMITACAO,Campo do artefato analítico; ver notebook/script da etapa correspondente.,String,Arquivo: outputs\etapa3\notas_metodologicas.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa3.notas_metodologicas,RECOMENDACAO,Recomendação prática de melhoria.,String,Arquivo: outputs\etapa3\notas_metodologicas.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa3.recomendacoes_melhoria,PRIORIDADE,Prioridade da recomendação de melhoria.,String,Arquivo: outputs\etapa3\recomendacoes_melhoria.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa3.recomendacoes_melhoria,TEMA,Tema da nota metodológica ou recomendação.,String,Arquivo: outputs\etapa3\recomendacoes_melhoria.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa3.recomendacoes_melhoria,PROBLEMA,Problema ou limitação identificada.,String,Arquivo: outputs\etapa3\recomendacoes_melhoria.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa3.recomendacoes_melhoria,RISCO_ANALITICO,Risco analítico associado à limitação.,String,Arquivo: outputs\etapa3\recomendacoes_melhoria.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa3.recomendacoes_melhoria,RECOMENDACAO,Recomendação prática de melhoria.,String,Arquivo: outputs\etapa3\recomendacoes_melhoria.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa3.recomendacoes_melhoria,IMPACTO_ESPERADO,Impacto esperado ao implementar a recomendação.,String,Arquivo: outputs\etapa3\recomendacoes_melhoria.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa3.validacoes_etapa3,VALIDACAO,Nome da checagem de reconciliação numérica executada.,String,Arquivo: outputs\etapa3\validacoes_etapa3.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa3.validacoes_etapa3,OBSERVADO,Valor observado na checagem.,Float,Arquivo: outputs\etapa3\validacoes_etapa3.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa3.validacoes_etapa3,ESPERADO,Valor esperado na checagem.,Float,Arquivo: outputs\etapa3\validacoes_etapa3.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa3.validacoes_etapa3,DIFERENCA,Diferença entre observado e esperado.,Float,Arquivo: outputs\etapa3\validacoes_etapa3.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa3.validacoes_etapa3,STATUS,Resultado da checagem: OK ou FALHA.,String,Arquivo: outputs\etapa3\validacoes_etapa3.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa4.cobertura_categorias_n1,UNIVERSO,Universo analítico: rede completa ou rede física sem Loja 93.,String,Arquivo: outputs\etapa4\cobertura_categorias_n1.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa4.cobertura_categorias_n1,NIVEL_1,Categoria de produto nível 1.,String,Arquivo: outputs\etapa4\cobertura_categorias_n1.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa4.cobertura_categorias_n1,PARES_LOJA_PRODUTO,Quantidade de pares loja x produto no agrupamento.,Integer,Arquivo: outputs\etapa4\cobertura_categorias_n1.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa4.cobertura_categorias_n1,SKUS_DISTINTOS,Quantidade de produtos distintos no agrupamento de cobertura.,Integer,Arquivo: outputs\etapa4\cobertura_categorias_n1.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa4.cobertura_categorias_n1,LOJAS_DISTINTAS,Quantidade de lojas distintas no agrupamento de cobertura.,Integer,Arquivo: outputs\etapa4\cobertura_categorias_n1.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa4.cobertura_categorias_n1,RECEITA_HISTORICA_TOTAL,Receita histórica dos pares loja x produto do agrupamento.,Float,Arquivo: outputs\etapa4\cobertura_categorias_n1.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa4.cobertura_categorias_n1,RECEITA_RUPTURA_CRITICO,Receita histórica dos pares em status EM RUPTURA ou CRÍTICO.,Float,Arquivo: outputs\etapa4\cobertura_categorias_n1.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa4.cobertura_categorias_n1,RECEITA_EM_RUPTURA,Receita histórica dos pares em status EM RUPTURA.,Float,Arquivo: outputs\etapa4\cobertura_categorias_n1.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa4.cobertura_categorias_n1,RECEITA_CRITICO,Receita histórica dos pares em status CRÍTICO.,Float,Arquivo: outputs\etapa4\cobertura_categorias_n1.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa4.cobertura_categorias_n1,PARES_RUPTURA_CRITICO,Quantidade de pares com status EM RUPTURA ou CRÍTICO.,Integer,Arquivo: outputs\etapa4\cobertura_categorias_n1.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa4.cobertura_categorias_n1,PARES_COM_RECEITA_HISTORICA,Quantidade de pares com receita histórica maior que zero.,Integer,Arquivo: outputs\etapa4\cobertura_categorias_n1.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa4.cobertura_categorias_n1,PARES_SEM_RECEITA_HISTORICA,Quantidade de pares sem receita histórica no período.,Integer,Arquivo: outputs\etapa4\cobertura_categorias_n1.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa4.cobertura_categorias_n1,PARES_DIAS_COBERTURA_FINITO,Quantidade de pares com DIAS_COBERTURA finito.,Integer,Arquivo: outputs\etapa4\cobertura_categorias_n1.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa4.cobertura_categorias_n1,PARES_DIAS_COBERTURA_INFINITO,Quantidade de pares com DIAS_COBERTURA infinito.,Integer,Arquivo: outputs\etapa4\cobertura_categorias_n1.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa4.cobertura_categorias_n1,DIAS_COBERTURA_MEDIA_FINITA,Média de dias de cobertura calculada somente sobre valores finitos.,Float,Arquivo: outputs\etapa4\cobertura_categorias_n1.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa4.cobertura_categorias_n1,DIAS_COBERTURA_MEDIANA_FINITA,Mediana de dias de cobertura calculada somente sobre valores finitos.,Float,Arquivo: outputs\etapa4\cobertura_categorias_n1.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa4.cobertura_categorias_n1,DIAS_COBERTURA_P25_FINITA,Percentil 25 de dias de cobertura calculado somente sobre valores finitos.,Float,Arquivo: outputs\etapa4\cobertura_categorias_n1.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa4.cobertura_categorias_n1,DIAS_COBERTURA_P75_FINITA,Percentil 75 de dias de cobertura calculado somente sobre valores finitos.,Float,Arquivo: outputs\etapa4\cobertura_categorias_n1.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa4.cobertura_categorias_n1,ESTOQUE_PROJ_TOTAL,Campo do artefato analítico; ver notebook/script da etapa correspondente.,Float,Arquivo: outputs\etapa4\cobertura_categorias_n1.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa4.cobertura_categorias_n1,ESTOQUE_PROJ_MEDIANA,Campo do artefato analítico; ver notebook/script da etapa correspondente.,Float,Arquivo: outputs\etapa4\cobertura_categorias_n1.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa4.cobertura_categorias_n1,VENDA_MEDIA_MES_TOTAL,Campo do artefato analítico; ver notebook/script da etapa correspondente.,Float,Arquivo: outputs\etapa4\cobertura_categorias_n1.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa4.cobertura_categorias_n1,PARES_EM_RUPTURA,Campo do artefato analítico; ver notebook/script da etapa correspondente.,Integer,Arquivo: outputs\etapa4\cobertura_categorias_n1.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa4.cobertura_categorias_n1,PARES_CRITICO,Campo do artefato analítico; ver notebook/script da etapa correspondente.,Integer,Arquivo: outputs\etapa4\cobertura_categorias_n1.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa4.cobertura_categorias_n1,PARES_ATENCAO,Campo do artefato analítico; ver notebook/script da etapa correspondente.,Integer,Arquivo: outputs\etapa4\cobertura_categorias_n1.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa4.cobertura_categorias_n1,PARES_SAUDAVEL,Campo do artefato analítico; ver notebook/script da etapa correspondente.,Integer,Arquivo: outputs\etapa4\cobertura_categorias_n1.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa4.cobertura_categorias_n1,PARES_STATUS_SEM_VENDA,Campo do artefato analítico; ver notebook/script da etapa correspondente.,Integer,Arquivo: outputs\etapa4\cobertura_categorias_n1.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa4.cobertura_categorias_n1,PCT_PARES_RUPTURA_CRITICO,Percentual de pares em ruptura/crítico no agrupamento.,Float,Arquivo: outputs\etapa4\cobertura_categorias_n1.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa4.cobertura_categorias_n1,PCT_PARES_EM_RUPTURA,Campo do artefato analítico; ver notebook/script da etapa correspondente.,Float,Arquivo: outputs\etapa4\cobertura_categorias_n1.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa4.cobertura_categorias_n1,PCT_PARES_CRITICO,Campo do artefato analítico; ver notebook/script da etapa correspondente.,Float,Arquivo: outputs\etapa4\cobertura_categorias_n1.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa4.cobertura_categorias_n1,PCT_PARES_DIAS_INFINITO,Campo do artefato analítico; ver notebook/script da etapa correspondente.,Float,Arquivo: outputs\etapa4\cobertura_categorias_n1.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa4.cobertura_categorias_n1,PCT_PARES_SEM_RECEITA_HISTORICA,Campo do artefato analítico; ver notebook/script da etapa correspondente.,Float,Arquivo: outputs\etapa4\cobertura_categorias_n1.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa4.cobertura_categorias_n1,PART_RECEITA_RISCO_PCT,Participação da receita em risco dentro da receita histórica do agrupamento.,Float,Arquivo: outputs\etapa4\cobertura_categorias_n1.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa4.cobertura_categorias_n1,PART_RECEITA_UNIVERSO_PCT,Participação da receita do agrupamento na receita do universo.,Float,Arquivo: outputs\etapa4\cobertura_categorias_n1.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa4.cobertura_categorias_n1,PART_RECEITA_RISCO_UNIVERSO_PCT,Participação da receita em risco do agrupamento na receita histórica do universo.,Float,Arquivo: outputs\etapa4\cobertura_categorias_n1.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa4.cobertura_categorias_n1,RECEITA_ETAPA3,Campo do artefato analítico; ver notebook/script da etapa correspondente.,Float,Arquivo: outputs\etapa4\cobertura_categorias_n1.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa4.cobertura_categorias_n1,TRANSACOES_ETAPA3_LINHAS_VENDA,Campo do artefato analítico; ver notebook/script da etapa correspondente.,Integer,Arquivo: outputs\etapa4\cobertura_categorias_n1.csv,Derivado como contagem de linhas de venda; proxy por ausência de id de cupom/pedido/nota.
output_etapa4.cobertura_categorias_n1,SKUS_ATIVOS_ETAPA3,Campo do artefato analítico; ver notebook/script da etapa correspondente.,Integer,Arquivo: outputs\etapa4\cobertura_categorias_n1.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa4.cobertura_categorias_n1,PART_RECEITA_ETAPA3_PCT,Campo do artefato analítico; ver notebook/script da etapa correspondente.,Float,Arquivo: outputs\etapa4\cobertura_categorias_n1.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa4.cobertura_categorias_n1,VAR_RECEITA_2025_VS_2024_ETAPA3_PCT,Campo do artefato analítico; ver notebook/script da etapa correspondente.,Float,Arquivo: outputs\etapa4\cobertura_categorias_n1.csv,Calculado por agregação na etapa analítica.
output_etapa4.cobertura_categorias_n1,DIF_RECEITA_VS_ETAPA3,Campo do artefato analítico; ver notebook/script da etapa correspondente.,Float,Arquivo: outputs\etapa4\cobertura_categorias_n1.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa4.cobertura_categorias_n1,RANK_REPOSICAO,"Ranking de reposição dentro do universo, ordenado por receita histórica em risco.",Integer,Arquivo: outputs\etapa4\cobertura_categorias_n1.csv,Calculado a partir da ordenação do ranking.
output_etapa4.cobertura_categorias_n2,UNIVERSO,Universo analítico: rede completa ou rede física sem Loja 93.,String,Arquivo: outputs\etapa4\cobertura_categorias_n2.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa4.cobertura_categorias_n2,NIVEL_1,Categoria de produto nível 1.,String,Arquivo: outputs\etapa4\cobertura_categorias_n2.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa4.cobertura_categorias_n2,NIVEL_2,Categoria de produto nível 2.,String,Arquivo: outputs\etapa4\cobertura_categorias_n2.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa4.cobertura_categorias_n2,PARES_LOJA_PRODUTO,Quantidade de pares loja x produto no agrupamento.,Integer,Arquivo: outputs\etapa4\cobertura_categorias_n2.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa4.cobertura_categorias_n2,SKUS_DISTINTOS,Quantidade de produtos distintos no agrupamento de cobertura.,Integer,Arquivo: outputs\etapa4\cobertura_categorias_n2.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa4.cobertura_categorias_n2,LOJAS_DISTINTAS,Quantidade de lojas distintas no agrupamento de cobertura.,Integer,Arquivo: outputs\etapa4\cobertura_categorias_n2.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa4.cobertura_categorias_n2,RECEITA_HISTORICA_TOTAL,Receita histórica dos pares loja x produto do agrupamento.,Float,Arquivo: outputs\etapa4\cobertura_categorias_n2.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa4.cobertura_categorias_n2,RECEITA_RUPTURA_CRITICO,Receita histórica dos pares em status EM RUPTURA ou CRÍTICO.,Float,Arquivo: outputs\etapa4\cobertura_categorias_n2.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa4.cobertura_categorias_n2,RECEITA_EM_RUPTURA,Receita histórica dos pares em status EM RUPTURA.,Float,Arquivo: outputs\etapa4\cobertura_categorias_n2.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa4.cobertura_categorias_n2,RECEITA_CRITICO,Receita histórica dos pares em status CRÍTICO.,Float,Arquivo: outputs\etapa4\cobertura_categorias_n2.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa4.cobertura_categorias_n2,PARES_RUPTURA_CRITICO,Quantidade de pares com status EM RUPTURA ou CRÍTICO.,Integer,Arquivo: outputs\etapa4\cobertura_categorias_n2.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa4.cobertura_categorias_n2,PARES_COM_RECEITA_HISTORICA,Quantidade de pares com receita histórica maior que zero.,Integer,Arquivo: outputs\etapa4\cobertura_categorias_n2.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa4.cobertura_categorias_n2,PARES_SEM_RECEITA_HISTORICA,Quantidade de pares sem receita histórica no período.,Integer,Arquivo: outputs\etapa4\cobertura_categorias_n2.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa4.cobertura_categorias_n2,PARES_DIAS_COBERTURA_FINITO,Quantidade de pares com DIAS_COBERTURA finito.,Integer,Arquivo: outputs\etapa4\cobertura_categorias_n2.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa4.cobertura_categorias_n2,PARES_DIAS_COBERTURA_INFINITO,Quantidade de pares com DIAS_COBERTURA infinito.,Integer,Arquivo: outputs\etapa4\cobertura_categorias_n2.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa4.cobertura_categorias_n2,DIAS_COBERTURA_MEDIA_FINITA,Média de dias de cobertura calculada somente sobre valores finitos.,Float,Arquivo: outputs\etapa4\cobertura_categorias_n2.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa4.cobertura_categorias_n2,DIAS_COBERTURA_MEDIANA_FINITA,Mediana de dias de cobertura calculada somente sobre valores finitos.,Float,Arquivo: outputs\etapa4\cobertura_categorias_n2.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa4.cobertura_categorias_n2,DIAS_COBERTURA_P25_FINITA,Percentil 25 de dias de cobertura calculado somente sobre valores finitos.,Float,Arquivo: outputs\etapa4\cobertura_categorias_n2.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa4.cobertura_categorias_n2,DIAS_COBERTURA_P75_FINITA,Percentil 75 de dias de cobertura calculado somente sobre valores finitos.,Float,Arquivo: outputs\etapa4\cobertura_categorias_n2.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa4.cobertura_categorias_n2,ESTOQUE_PROJ_TOTAL,Campo do artefato analítico; ver notebook/script da etapa correspondente.,Float,Arquivo: outputs\etapa4\cobertura_categorias_n2.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa4.cobertura_categorias_n2,ESTOQUE_PROJ_MEDIANA,Campo do artefato analítico; ver notebook/script da etapa correspondente.,Float,Arquivo: outputs\etapa4\cobertura_categorias_n2.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa4.cobertura_categorias_n2,VENDA_MEDIA_MES_TOTAL,Campo do artefato analítico; ver notebook/script da etapa correspondente.,Float,Arquivo: outputs\etapa4\cobertura_categorias_n2.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa4.cobertura_categorias_n2,PARES_EM_RUPTURA,Campo do artefato analítico; ver notebook/script da etapa correspondente.,Integer,Arquivo: outputs\etapa4\cobertura_categorias_n2.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa4.cobertura_categorias_n2,PARES_CRITICO,Campo do artefato analítico; ver notebook/script da etapa correspondente.,Integer,Arquivo: outputs\etapa4\cobertura_categorias_n2.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa4.cobertura_categorias_n2,PARES_ATENCAO,Campo do artefato analítico; ver notebook/script da etapa correspondente.,Integer,Arquivo: outputs\etapa4\cobertura_categorias_n2.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa4.cobertura_categorias_n2,PARES_SAUDAVEL,Campo do artefato analítico; ver notebook/script da etapa correspondente.,Integer,Arquivo: outputs\etapa4\cobertura_categorias_n2.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa4.cobertura_categorias_n2,PARES_STATUS_SEM_VENDA,Campo do artefato analítico; ver notebook/script da etapa correspondente.,Integer,Arquivo: outputs\etapa4\cobertura_categorias_n2.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa4.cobertura_categorias_n2,PCT_PARES_RUPTURA_CRITICO,Percentual de pares em ruptura/crítico no agrupamento.,Float,Arquivo: outputs\etapa4\cobertura_categorias_n2.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa4.cobertura_categorias_n2,PCT_PARES_EM_RUPTURA,Campo do artefato analítico; ver notebook/script da etapa correspondente.,Float,Arquivo: outputs\etapa4\cobertura_categorias_n2.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa4.cobertura_categorias_n2,PCT_PARES_CRITICO,Campo do artefato analítico; ver notebook/script da etapa correspondente.,Float,Arquivo: outputs\etapa4\cobertura_categorias_n2.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa4.cobertura_categorias_n2,PCT_PARES_DIAS_INFINITO,Campo do artefato analítico; ver notebook/script da etapa correspondente.,Float,Arquivo: outputs\etapa4\cobertura_categorias_n2.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa4.cobertura_categorias_n2,PCT_PARES_SEM_RECEITA_HISTORICA,Campo do artefato analítico; ver notebook/script da etapa correspondente.,Float,Arquivo: outputs\etapa4\cobertura_categorias_n2.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa4.cobertura_categorias_n2,PART_RECEITA_RISCO_PCT,Participação da receita em risco dentro da receita histórica do agrupamento.,Float,Arquivo: outputs\etapa4\cobertura_categorias_n2.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa4.cobertura_categorias_n2,PART_RECEITA_UNIVERSO_PCT,Participação da receita do agrupamento na receita do universo.,Float,Arquivo: outputs\etapa4\cobertura_categorias_n2.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa4.cobertura_categorias_n2,PART_RECEITA_RISCO_UNIVERSO_PCT,Participação da receita em risco do agrupamento na receita histórica do universo.,Float,Arquivo: outputs\etapa4\cobertura_categorias_n2.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa4.cobertura_categorias_n2,RECEITA_ETAPA3,Campo do artefato analítico; ver notebook/script da etapa correspondente.,Float,Arquivo: outputs\etapa4\cobertura_categorias_n2.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa4.cobertura_categorias_n2,TRANSACOES_ETAPA3_LINHAS_VENDA,Campo do artefato analítico; ver notebook/script da etapa correspondente.,Integer,Arquivo: outputs\etapa4\cobertura_categorias_n2.csv,Derivado como contagem de linhas de venda; proxy por ausência de id de cupom/pedido/nota.
output_etapa4.cobertura_categorias_n2,SKUS_ATIVOS_ETAPA3,Campo do artefato analítico; ver notebook/script da etapa correspondente.,Integer,Arquivo: outputs\etapa4\cobertura_categorias_n2.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa4.cobertura_categorias_n2,PART_RECEITA_ETAPA3_PCT,Campo do artefato analítico; ver notebook/script da etapa correspondente.,Float,Arquivo: outputs\etapa4\cobertura_categorias_n2.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa4.cobertura_categorias_n2,VAR_RECEITA_2025_VS_2024_ETAPA3_PCT,Campo do artefato analítico; ver notebook/script da etapa correspondente.,Float,Arquivo: outputs\etapa4\cobertura_categorias_n2.csv,Calculado por agregação na etapa analítica.
output_etapa4.cobertura_categorias_n2,DIF_RECEITA_VS_ETAPA3,Campo do artefato analítico; ver notebook/script da etapa correspondente.,Float,Arquivo: outputs\etapa4\cobertura_categorias_n2.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa4.cobertura_categorias_n2,RANK_REPOSICAO,"Ranking de reposição dentro do universo, ordenado por receita histórica em risco.",Integer,Arquivo: outputs\etapa4\cobertura_categorias_n2.csv,Calculado a partir da ordenação do ranking.
output_etapa4.cobertura_categorias_n3,UNIVERSO,Universo analítico: rede completa ou rede física sem Loja 93.,String,Arquivo: outputs\etapa4\cobertura_categorias_n3.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa4.cobertura_categorias_n3,NIVEL_1,Categoria de produto nível 1.,String,Arquivo: outputs\etapa4\cobertura_categorias_n3.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa4.cobertura_categorias_n3,NIVEL_2,Categoria de produto nível 2.,String,Arquivo: outputs\etapa4\cobertura_categorias_n3.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa4.cobertura_categorias_n3,NIVEL_3,Categoria de produto nível 3.,String,Arquivo: outputs\etapa4\cobertura_categorias_n3.csv,Gerado ou preservado pelo pipeline analítico.
